food_id,menu_id,food_name,serving_size,calories,fat,saturated_fat,trans_fat,cholesterol,sodium,carbohydrates,fiber,sugar,protein,vit_a,vit_c,calcium,iron,is_vegetarian,is_vegan,is_gf
,,1/4 Chicken Breast (243g),1 Order,420,28,8.0,0,155,750,0,0,0,38,0,0,0,0,0,0,1
,,1/4 Chicken Leg (200g),1 Order,340,24.0,7,0,130,700,0,0,0,30,0,0,0,0,0,0,1
,,Half Chicken (443g),1 Order,760,52,15,0,285,1450,0,0,0,68,0,0,0,0,0,0,1
,,Double Leg (400g),1 Order,680,48,14.0,0,260,1400,0,0,0,60,0,0,0,0,0,0,1
,,Double Skewer (220g),1 Order,260,12,1.5,0,180,850,6,0,2,38,0,0,0,0,0,0,1
,,Whole Chicken (885g),1 Order,1520,104,30,1,565,2900,0,0,0,135,0,0,0,0,0,0,1
,,Grilled Chicken Livers (283g),1 Order,390,21,5,2,880,570,4,0,0,44,0,0,0,0,0,0,1
,,Mango Lime Basting (100g),1 Order,100,3,0.2,1,0,1041,17,0,15,0,0,0,0,0,0,0,1
,,Lemon and Herb Basting  (100g),1 Order,130,14,2.0,0,0,930,14,1,1,0,0,0,0,0,0,0,1
,,Medium Basting (100g),1 Order,150,16,2.2,0,3,842,14,1,1,0,0,0,0,0,0,0,1
,,Hot Basting (100g),1 Order,170,16.9,2,0,3,474,7,1,2,1,0,0,0,0,0,0,1
,,Prego Basting (100g),1 Order,170,17.1,2.3,0,2,470,25,1,1,0,0,0,0,0,0,0,1
,,Other ,,,,,,,,,,,,,,,,,,
,,Nandino's Sliders (192g),1 Order,310,16,2.5,0,105,650,37,2,7,19,0,0,0,0,0,0,0
,,Nandino's Quarter Chicken Meal (200g),1 Order,340,24,7,0,130,700,0,0,0,30,0,0,0,0,0,0,1
,,Nandino's Wings (136g),1 Order,240,13.0,2.5,0,70,290,1,0,0,23,0,0,0,0,0,0,1
,,Nandino's Grilled Chicken Skewer (106g),1 Order,160,8.0,2,0,65,270,0,0,0,23,0,0,0,0,0,0,1
,,Nandino's Chicken Strips (106g),1 Order,160,8,1.5,0,65,270,0,0,0,23,0,0,0,0,0,0,1
,,PERi-PERi Chicken Caesar Wrap (281g),1 Order,410,18,5.0,0,95,110,50,6,3,30,0,0,0,0,0,0,0
,,PERi-PERi Chicken Sandwich (265g),1 Order,410,11,1,0.0,100,1560,52,3,4,26,0,0,0,0,0,0,0
,,Whole Wheat PERi-PERi Chicken Wrap (368g),1 Order,460,24,6,0.0,125,1340,62,6,11,32,0,0,0,0,0,0,0
,,Tabbouleh and Chicken Sandwich (246g),1 Order,470,20.0,1,0,65,1490,4,0,25,15,0,0,0,0,0,0,0
,,Veggie Sandwich (278g),1 Order,450,12,1.0,0.0,10,1640,67,8,4,20,0,0,0,0,0,0,0
,,Whole Wheat Veggie Wrap (426g),1 Order,490,23,7.0,0,30,1420,55,8,6,15,0,0,0,0,0,0,0
,,Portobello Mushroom Sandwich (295g),1 Order,660,44,10,14,20,2040,56,3,11,13,0,0,0,0,0,0,0
,,Portobello and Halloumi Wrap (317g),1 Order,530,32,6.0,0.2,25,2030,63,7,11,17,0,0,0,0,0,0,0
,,Tabbouleh Portobello Sandwich (274g),1 Order,490,24,1.5,0,0,1810,67,6,5,11,0,0,0,0,0,0,0
,,Sides,,,,,,,,,,,,,,,,,,
,,PERi-PERi Drizzle (5g),1 Order,20,2.0,0.2,0,0,65,1,0,0,0,0,0,0,0,1,0,1
,,Chili Jam (28g),1 Order,45,0.0,0,0,0,45,11,0,8,0,0,0,0,0,1,0,1
,,PERi-PERinase (28g),1 Order,80,7.0,1,0,10,510,0,1,1,0,0,0,0,0,1,0,1
,,Cheddar Cheese (30g),1 Slice,120,10.0,7,0,30,210,0,0,0,7,0,0,0,0,1,0,1
,,Grilled Pineapple (40g),1 Slice,20,0.0,0.0,0,0,0,5,0,4,0,0,0,0,0,1,0,1
,,Grilled Halloumi Cheese (22g),1 Slice,100,3,5,0,30,360,0,0,0,6,0,0,0,0,0,0,1
,,Single Chicken Skewer (106g),1 Pc,160,8,1.5,0,65,270,0,0,0,23,0,0,0,0,0,0,1
,,Boneless Breast (100g),1 Order,100,3,0.5,0,90,430,3,0,1,19,0,0,0,0,0,0,0
,,Portuguese Roll (90g),1 Order,230,1,0,0,0,520,48,2,2,7,0,0,0,0,0,0,0
,,Toasted Pita (60g),1 Order,140,1,0,0,0,0,29,2,1,6,0,0,0,0,0,0,0
,,Butter Pots (4.5g),1 Order,30,4,2.5,0.1,10,35,0,0,0,0,0,0,0,0,0,0,0
,,Coleslaw (reg) (113g),Regular,210,19,1.5,0.0,0,440,8,2,1,1,0,0,0,0,1,0,1
,,Coleslaw (large) (340g),Large,620,57,5,0.0,0,1310,23,6,14,3,0,0,0,0,1,0,1
,,Classic Fries (regular)  (214g),Regular,420,23,1.5,0.2,0,930,48,4,0,4,0,0,0,0,1,0,1
,,Classic fries (large) (366g),Large,710,40,2.5,0.3,0,1600,82,6,0,0,0,0,0,0,1,0,1
,,PERi-PERi fries (regular) (214g),Regular,420,23,1.5,0.2,0,1480,48,4,0,4,0,0,0,0,1,0,1
,,PERi-PERi fries (large) (366g),Large,710,40,2.5,0.3,0,2410,82,6,0,7,0,0,0,0,1,0,1
,,Macho Peas (regular) (170g),Regular,280,20,10,0.4,40,330,20,6,8,8,0,0,0,0,0,0,1
,,Macho Peas (large) (340g),Large,570,39,19,0.5,75,670,40,12,15,15,0,0,0,0,0,0,1
,,Classic Wedges (regular) (214g),Regular,390,20,1.5,0.1,0,70,48,3,0,4,0,0,0,0,0,0,1
,,Classic Wedges (Large) (366g),Large,660,35,2.5,0.2,0,940,82,6,0,6,0,0,0,0,0,0,1
,,PERi-PERi Wedges (Regular) (214g),Regular,390,20,1.5,0.1,0,620,48,3,0,4,0,0,0,0,0,0,1
,,PERi-PERi Wedges (Large) (366g),Large,660,35,2.5,0.2,0,940,82,6,0,6,0,0,0,0,0,0,1
,,Corn (Regular) (146g),Regular,160,3.5,1.5,0,5,30,32,0,0,5,0,0,0,0,0,0,1
,,Corn (Large) (292g),Large,310,7,3,0,10,60,62,0,0,9,0,0,0,0,0,0,1
,,PERi-PERi Vegetable Mix (170g),1 Order,130,9,0.5,0,0,470,10,2,5,2,0,0,0,0,0,0,1
,,Garlic Mash (Regular) (170g),Regular,230,13,3,3.5,0,610,27,3,1,2,0,0,0,0,0,0,1
,,Garlic Mash (Large) (340g),Large,470,25,6,7,0,1220,54,7,2,5,0,0,0,0,0,0,1
,,Spiced Rice (Regular) (170g),Regular,240,5,2,0.5,0,650,44,1,0,4,0,0,0,0,1,1,1
,,Spiced Rice (Large) (340g),Large,480,11,3.5,1.5,15,1290,89,1,0,8,0,0,0,0,1,1,1
,,Roasted Butternut and Grilled Corn (170g),1 Order,130,3,0.4,0,0,460,26,3,11,2,0,0,0,0,0,0,1
,,Super Grain with Avocado Dressing (184g),1 Order,360,12,0.1,0,0,1750,48,12,2,12,0,0,0,0,0,0,1
,,PERi-PERi Spinach (198g),1 Order,60,4,0.5,0,0,320,9,1,3,1,0,0,0,0,1,1,1
,,Share Spiced Rice (680g),1 Order,970,22,7,3,30,2580,178,3,0,16,0,0,0,0,1,1,1
,,Share Hearty Coleslaw (680g),1 Order,1240,115,9,0,0,2610,45,11,29,6,0,0,0,0,0,0,1
,,Share PERi-PERi Vegetables (680g),1 Order,510,36,2,0,0,1870,41,10,19,8,0,0,0,0,1,1,1
,,Drinks,,,,,,,,,,,,,,,,,,
,,Cappuccino (260g),1 Order,170,6,3.5,0.1,20,120,18,3,17,10,0,0,0,0,0,0,0
,,Americano (260g),1 Order,35,0.5,0.3,0,0,10,6,3,5,1,0,0,0,0,0,0,0
,,Espresso (85g),1 Order,35,0.5,0.3,0,0,3,6,3,5,1,0,0,0,0,0,0,0
,,Galao (260g),1 Order,170,6,3.5,0.1,20,120,18,3,17,10,0,0,0,0,0,0,0
,,Hot Chocolate (200g),1 Order,140,4,2.5,0.3,15,160,19,0,17,8,0,0,0,0,0,0,0
,,Green Tea (200g),1 Order,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0
,,Earl Grey Tea (200g),1 Order,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0
,,Peppermint Tea (200g),1 Order,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0
,,Bottled Water (250g,1 Order,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,Orange Juice (450g),1 Order,220,0,0,0,0,30,51,0,45,3,0,0,0,0,0,0,0
,,Apple Juice (450g),1 Order,210,0,0,0,0,40,52,0,48,0,0,0,0,0,0,0,0
,,Regular Milk (237g),1 Order,120,4.5,3,0.1,20,115,11,0,11,9,0,0,0,0,0,0,0
,,Chocolate Milk (237g),1 Order,160,2.5,1.5,0,10,0,25,0,25,9,0,0,0,0,0,0,0
,,Bottled Beer,1 Bottle,341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,Draught Beer (20oz),20oz,568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,Red Wine (5oz),5oz,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,White Wine (5oz),5oz,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,Sangria (6oz),6oz,110,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0
,,Dessert,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,Natas (75g),1 Order,180,10,0.5,2,65,160,20,0,9,3,0,0,0,0,0,0,0
,,Chocolate Kisses (127g),1 Order,290,16,11,0,35,110,34,1,31,4,0,0,0,0,0,0,0
,,Chocolate Frozen Yogurt (113g),1 Order,110,1,0.5,0,5,40,25,2,22,4,0,0,0,0,0,0,0
,,Vanilla Frozen Yogurt (113g),1 Order,130,3,2,0,10,40,23,0,23,3,0,0,0,0,0,0,0
,,Strawberry Frozen Yogurt (113g),1 Order,100,0.4,0.3,0,5,40,20,0,20,3,0,0,0,0,0,0,0
,,Chocolate Devotion Cake (175g),1 Order,550,23,0,0,50,650,83,4,60,6,0,0,0,0,0,0,0
,,New York Cheese Cake (106g),1 Order,340,21,12,0.4,0,250,32,0,22,6,0,0,0,0,0,0,0
,,Chili Cookie (1.7g),1 Order,330,27,15,0,155,270,83,5,65,9,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
